OBJECTID,DISTRICTID,STFIPS,CDFIPS,State,CongressParty,CongressionalDistrictCode,CD,Trump,2018MedianAge,2018TotalHouseholds,2018MedianHouseholdIncome,2018AverageHouseholdIncome,2018MedianNetWorth,2018AverageNetWorth,Govtshouldfocusslightlymoreonenvironissues:Percentage,Govtshouldfocussomewhatmoreonenvironissues:Percentage,Govtshouldfocusmoreonenvironmentalissues:Percentage,Amnotinterestedinhowtohelptheenvironment:Percentage,Amslightlyinterestedinhowtohelptheenviron:Percentage,Amsomewhatinterestedinhowtohelptheenviron:Percentage,Aminterestedinhowtohelptheenvironment:Percentage,Globalwarmingisnotaseriousthreat:Percentage,Globalwarmingisaminorproblem:Percentage,Globalwarmingisaproblem:Percentage,Globalwarmingisaseriousthreat:Percentage,Amnotmoreenvironconsciousthanmostpeople:Percentage,Amslightlymoreenvironconsciousthanmost:Percentage,Amsomewhatmoreenvironconsciousthanmost:Percentage,Ammoreenvironconsciousthanmostpeople:Percentage,Company`senvironrecordnotimportantwhenbuying:Percentage,Company`senvrecslightlyimportantwhenbuying:Percentage,Company`senvrecsomewhatimportantwhenbuying:Percentage,Company`senvironrecordimportantwhenbuying:Percentage,Rarelypaymoreforenvironsafeproduct:Percentage,Occasionallypaymoreforenvironsafeproduct:Percentage,Frequentlypaymoreforenvironsafeproduct:Percentage,Usuallypaymoreforenvironsafeproduct:Percentage,Rarelyvaluegreenproductsoverconvenience:Percentage,Occasionallyvaluegreenproductsoverconvenience:Percentage,Frequentlyvaluegreenproductsoverconvenience:Percentage,Usuallyvaluegreenproductsoverconvenience:Percentage,Rarelybuynaturalproductsforenvironconcern:Percentage,Occasionallybuynaturalprodsforenvironconcern:Percentage,Frequentlybuynaturalprodsforenvironconcern:Percentage,Usuallybuynaturalproductsforenvironconcern:Percentage,HHisbetternowfinanciallythanlast12months:Percentage,HHisaboutthesamefinanciallythanlast12mo:Percentage,HHisworsenowfinanciallythanlast12months:Percentage,HHwillbebetterfinanciallyinnext12months:Percentage,HHwillbeaboutthesamefinanciallynext12mo:Percentage,HHwillbeworsefinanciallyinnext12months:Percentage,2018Education:<9thGrade:Percentage,2018Education:HighSchool/NoDiploma:Percentage,2018Education:HighSchoolDiploma:Percentage,2018Education:GED:Percentage,2018Education:SomeCollege/NoDegree:Percentage,2018Education:Associate'sDegree:Percentage,2018Education:Bachelor'sDegree:Percentage,2018Education:Grad/ProfessionalDegree:Percentage,2018EmployedCivilianPop16+:Percentage,2018Industry:Agriculture:Percentage,2018Industry:Mining:Percentage,2018Industry:Construction:Percentage,2018Industry:Manufacturing:Percentage,2018Industry:WholesaleTrade:Percentage,2018Industry:RetailTrade:Percentage,2018Industry:Transportation:Percentage,2018Industry:Utilities:Percentage,2018Industry:Information:Percentage,2018Industry:Finance/Insurance:Percentage,2018Industry:RealEstate:Percentage,2018Industry:Professional/TechSvcs:Percentage,2018Industry:Management:Percentage,2018Industry:Admin/WasteMgmt:Percentage,2018Industry:EducationalServices:Percentage,2018Industry:HealthCare:Percentage,2018Industry:Arts/Entertainment/Rec:Percentage,2018Industry:Accommodation/FoodSvcs:Percentage,2018Industry:OtherServices:Percentage,2018Industry:PublicAdministration:Percentage,2018UnemployedPopulation16+:Percentage,2018Occupation:Management:Percentage,2018Occupation:Business/Financial:Percentage,2018Occupation:Computer/Mathmatical:Percentage,2018Occupation:Architecture/Engineer:Percentage,2018Occupation:Life/SocialSciences:Percentage,2018Occupation:SocialService:Percentage,2018Occupation:Legal:Percentage,2018Occupation:Education/Library:Percentage,2018Occupation:Arts/Entertainment/Rec:Percentage,2018Occupation:HealthPractices:Percentage,2018Occupation:HealthSupport:Percentage,2018Occupation:ProtectiveService:Percentage,2018Occupation:FoodPreperation:Percentage,2018Occupation:BuildingMaintenance:Percentage,2018Occupation:PersonalCare:Percentage,2018Occupation:Sales:Percentage,2018Occupation:Office/Admin:Percentage,2018Occupation:Farm/Fish/Forestry:Percentage,2018Occupation:Construction/Extraction:Percentage,2018Occupation:Maintenance/Repair:Percentage,2018Occupation:Production:Percentage,2018Occupation:Transportation/Moving:Percentage,2018GenerationAlphaPopulation:Percentage,2018GenerationZPopulation:Percentage,2018MillennialPopulation:Percentage,2018GenerationXPopulation:Percentage,2018BabyBoomerPopulation:Percentage,2018Silent&GreatestGenerationsPopulation:Percentage,Education-DidnotFinishHighSchool(%),Education-HighSchoolDegreeorGED(%),Education-CollegeDegree(%),2018Industry-BlueCollar,CongressionalDistrictCode
196,2506,25,6,MA,Democrat,MA-06,MA-06,0,43.4,293635,90163,117319,254760,1286504,16.63337292,42.98062647,33.89445418,7.33388106,24.30193376,49.35914293,18.9019759,10.61191355,18.74941811,32.89057817,37.72897961,11.10045784,38.45518084,38.1837129,12.15627537,13.1118033,35.55935952,39.00759032,12.21507709,12.62195232,27.90860253,44.04477424,15.32144123,15.25920941,32.85970727,40.76135159,11.0102952,13.97896532,29.2213509,42.05939954,14.63460448,28.61667323,54.39845025,16.87642002,38.47363805,51.7206853,9.698036839,3.300126009,3.733407735,21.74778846,2.140696205,15.92510937,8.204269722,26.52264061,18.42596189,95.95615137,0.5167717,0.045322437,6.263129119,8.949382752,2.367078166,10.28939215,3.329400593,0.718204752,2.106654005,5.488571072,2.140945584,11.12869654,0.046041841,3.613325276,9.57886104,16.57985861,2.206171525,6.186632519,4.55022877,3.89557135,4.043848628,12.12483094,6.427872579,3.942572396,2.623185904,1.326820331,1.767575034,1.482691146,6.348018762,1.99658523,6.936970639,2.625583916,2.122001285,5.255724056,2.730377063,3.85912156,10.29059116,13.19746194,0.332604338,4.346637507,2.692248664,3.475919158,4.094846191,1.902678903,21.07501813,20.64499528,21.09633084,25.44061422,9.840362628,7.033533744,23.88848466,53.15287222,15.77460601,MA-06
197,2507,25,7,MA,Democrat,MA-07,MA-07,0,32.1,306048,58024,86730,26891,286607,13.84437015,42.47322679,37.78144685,6.841072537,20.35158378,48.60788423,24.04451857,7.167799005,15.87514284,35.07688619,41.90005175,11.32692223,34.75213252,38.37586746,15.39666232,11.99615759,32.47217969,39.66866021,15.71231074,12.21119308,26.54952266,43.31910386,17.7646325,12.78315409,30.94067782,41.85407027,14.26579115,13.14023136,27.06548642,42.90891267,16.73847162,29.38535057,53.4095341,17.06049372,42.71148065,48.94887558,8.202154604,8.402152128,6.725208947,19.27124249,2.933692532,13.15208602,4.772543504,23.64907588,21.09399849,93.40613834,0.143215596,0.025996996,3.795561477,5.029026111,1.499005383,8.498464552,3.005438479,0.342139042,2.063511591,5.335419283,1.879211455,12.11436821,0.044102047,4.597290277,14.13424199,17.60484101,2.09229398,9.215006766,5.129532356,3.451333391,6.594078468,9.318066288,6.555421186,4.246562942,1.904047872,3.181382437,2.2141549,1.579085416,7.56675077,2.726667115,5.362576859,3.551839636,2.244794218,7.464851829,5.185008089,4.325250279,7.738284523,12.42029715,0.157606791,3.112676089,1.414283028,3.238947214,4.490981131,2.11059652,19.44108628,38.49071842,17.8075035,16.38504347,5.765177997,15.12736108,22.20493503,49.51561787,8.993800181,MA-07
198,2508,25,8,MA,Democrat,MA-08,MA-08,0,40.6,309655,84284,113607,164023,997016,15.40038212,42.88489364,35.61718082,7.222466485,23.14869737,49.13848097,20.15700319,9.337532876,17.57588354,33.47045798,39.35136259,10.64823771,37.41328452,38.63317692,12.97194887,12.75898731,34.93161088,38.95773544,13.00952092,12.23201938,27.09584069,44.0991902,16.23240309,14.36675114,31.88747572,41.66388207,11.73526896,13.33248063,28.07111509,42.55569856,15.70175789,28.81632066,53.97871983,16.86585181,39.02856275,51.38528934,9.255513898,3.424182766,4.237575792,20.85165984,2.516105289,14.76148451,7.623527478,27.87081468,18.71464965,95.24609107,0.181628392,0.033170958,5.515889585,5.900255161,2.260728369,9.603804222,3.258640687,0.648573417,2.153096729,8.98237068,2.078636047,11.29413129,0.064950128,3.379958246,9.945488286,17.41405706,2.020180932,6.462769659,4.497332405,4.304337741,4.753908934,11.63279981,8.383205753,3.858733473,1.766179541,1.33611691,1.710276038,1.979587103,6.649037346,2.064950128,7.244026908,2.655996289,2.27395036,5.271398747,2.669914173,3.453723034,10.02992345,13.02226862,0.17907678,3.997448388,2.39039666,3.233820459,4.19717003,1.995663952,19.75271905,24.87842707,20.82951707,23.14722852,9.396315519,7.661758558,23.36776513,54.20899181,11.6309441,MA-08
199,2509,25,9,MA,Democrat,MA-09,MA-09,0,45.7,306611,70478,95068,192596,1227501,17.0481377,44.00467068,31.91452594,7.677710269,25.66127568,49.18812239,17.49275657,12.07819349,20.19793857,32.59574729,35.2444031,12.70902578,39.23014558,36.71957518,11.35772681,14.35393794,35.71841559,38.55199279,11.38405186,14.17063158,28.39342875,42.8810915,14.55807824,16.18102593,33.6590857,39.53619453,10.62030227,14.56922197,30.33163109,41.49264675,13.61893595,27.21946051,55.77374665,17.01244545,37.79082725,52.29189479,9.971381597,4.789074789,5.127627628,24.12573288,3.172100672,18.03946804,9.041541542,21.62787788,14.07657658,95.66830302,0.909647512,0.052479664,9.430547052,6.506020584,2.2500656,11.90899638,3.216809042,0.903087554,1.603302331,4.8142803,2.020224108,6.940921504,0.049078204,3.961485758,8.883640922,16.65427563,2.470674558,7.870491851,4.791198966,4.762772481,4.331696976,9.973565799,4.381808993,1.829742364,1.424725697,0.969658979,2.019495223,0.94730653,6.446980962,1.907732976,6.638920474,3.473376289,2.61766621,6.209850627,4.283895546,3.801131228,10.52120081,12.53000573,0.698271087,6.792472084,3.239647414,4.432344966,4.859714083,1.807847729,19.59710598,19.86332342,19.99845785,27.2725847,11.46068032,9.916702417,27.29783355,44.745996,16.89869481,MA-09
200,2601,26,1,MI,Republican,MI-01,MI-01,1,46.7,295076,47534,62852,129533,722955,17.13377456,45.67616864,29.02270398,8.353396911,26.42138725,50.04950753,14.598989,13.21885803,21.72598885,35.10066531,29.40434624,15.94159849,39.48494797,35.62370803,8.361387601,15.99840186,34.81873295,37.97210207,10.62118922,14.95162159,29.91227613,42.75175013,11.78192367,16.97013914,33.51486094,38.51807459,10.40648288,16.53447288,31.7888721,39.9199194,11.1746313,25.35445655,54.96378133,19.11147011,36.36180451,51.88788716,11.16403495,2.135458476,5.593585887,29.2238653,4.663578247,23.59758987,9.842645338,15.75906458,9.184212308,95.2420135,2.111544285,0.636652742,7.563967189,11.4975274,1.769993714,11.77374055,3.606563469,1.016600658,1.319444229,3.368747658,1.747698482,3.794215007,0.032823536,3.408073971,7.955682033,16.27675815,3.345833114,8.913138395,5.1427669,4.71822852,4.757986504,8.44555783,2.961240358,1.004524074,1.389426486,0.762682736,1.75017573,0.719330895,4.993822363,1.500283335,6.517020242,3.115139392,1.904694075,7.131068096,4.651652479,3.998278313,10.13782789,13.1043324,1.212612908,6.564397611,3.999516937,7.476024884,6.660390972,1.80112693,18.78368851,20.06925334,18.80103027,29.20580409,11.33909686,7.729044363,33.88744354,34.78592222,21.80969161,MI-01
201,2602,26,2,MI,Republican,MI-02,MI-02,1,37.6,281388,52549,67977,115833,609089,17.0225649,45.52987428,29.70026822,8.275935057,26.19044314,48.95433931,15.94775687,12.91209649,21.18265317,34.56561794,30.76883039,15.41286855,39.00243241,35.06511307,9.89066279,15.91531311,35.71173284,37.24023304,10.51663654,15.89015618,29.64318802,41.30108157,12.53352811,17.15945328,33.53418393,38.26854413,10.40473158,16.33222412,31.06082425,40.36073299,11.62111239,27.6195301,53.56447634,18.18967282,40.01200593,49.6575188,9.702072584,3.428341114,6.393674704,26.5089353,4.898374962,23.08059419,9.827229414,17.5812519,8.281598409,94.55098374,2.036725774,0.053468165,5.534092124,23.55258937,3.00079791,10.70487493,3.137347376,0.638601821,1.133250892,3.390704217,1.398398149,3.992289616,0.085549063,4.035064148,8.052853966,13.21924964,1.488608539,7.078088198,4.86752234,2.599375382,5.449016258,8.235194117,3.894675942,1.937466925,2.457890393,0.470245652,1.839304859,0.468874673,5.189702306,1.570044666,4.979942583,2.973652534,1.275832664,5.591673225,3.760594237,3.200138195,9.650318204,12.80137537,1.377285079,4.253323938,3.486672717,13.39994461,7.185847114,2.494672785,23.59204558,24.51574117,19.23207952,22.34998631,7.81547464,9.822015817,31.40731027,35.69007973,31.17687543,MI-02
202,2603,26,3,MI,Republican,MI-03,MI-03,1,37.8,279785,54728,74612,123092,705099,17.08465158,45.29828286,29.89765851,8.176632786,26.45094721,48.64181181,16.08471114,12.76833545,21.33667581,34.09099668,31.18892708,14.94532561,39.07878648,35.17747716,10.15811952,15.76220057,35.89187049,36.91405908,10.78789981,15.91005441,29.37263723,41.23615622,12.83840836,17.09638879,33.32895378,38.51925428,10.41195864,16.00657985,30.67266491,40.68660942,11.99525606,27.77479968,53.2865947,18.29778885,39.74500468,49.87386876,9.736455782,3.357286254,5.59888652,23.77756876,4.22087494,22.71101868,9.206465082,20.28149863,10.84640115,94.14171698,1.502377476,0.039187656,5.456191236,19.41472407,3.149086955,10.75701169,3.15129471,0.498676727,1.221164646,4.293256135,1.358045474,5.299716579,0.076167558,4.28194139,8.065482022,14.91200715,1.913847869,6.697777618,5.085564316,2.826478713,5.858023216,9.228141153,4.644841166,2.218794069,1.876591999,0.566013263,2.041621707,0.838119103,5.1542807,2.00243405,6.04510996,2.440397506,1.394749406,5.69794044,3.574907757,3.442994379,9.865630494,13.06108031,0.91925411,4.256828173,3.561661225,10.49235703,6.675976035,2.495663801,23.67054553,24.15679051,19.63465845,22.44607272,7.596403237,8.956172774,27.9984437,40.33436485,26.41248044,MI-03
203,2604,26,4,MI,Republican,MI-04,MI-04,1,41.1,276730,48805,65909,125508,665021,17.70021153,45.81596154,28.60154677,8.755382407,26.43561528,49.55915522,14.84904725,13.28194964,21.8887189,34.99419042,29.44906232,16.4224539,39.43418348,34.76268338,8.979353638,16.36707448,35.95947488,37.01256026,10.25728651,15.66922358,30.56366093,41.32216632,12.03766502,17.30326721,33.85856164,38.18288881,10.24782294,17.04407046,31.43728893,40.1229213,11.00087801,25.26090545,55.60725471,18.7382253,37.32643544,51.82708299,10.44655798,2.615436884,6.446551564,30.24142653,4.709104199,24.15274217,10.04210808,13.72208667,8.070543905,93.71203969,2.659697652,0.218398199,6.530717272,16.69733033,1.965905436,11.23930524,3.60405275,0.975876488,1.284335799,3.175940817,1.422643937,3.499839177,0.040205854,3.362817626,9.851399164,14.15535542,2.47314249,7.48633001,5.224187842,4.132518495,6.287960309,8.264393696,3.484721775,1.507237054,1.794146028,0.884528787,1.582824059,0.485365069,5.534577034,1.271791573,5.62335156,2.794146028,1.606625925,6.22740431,4.071405597,4.164039884,9.806690254,13.1476359,1.306529431,5.448375683,4.093277581,9.730781602,7.170151174,1.981132474,21.21800768,23.45495192,18.77004692,25.22112363,9.354737377,9.061988449,34.95053073,31.83473865,26.10614345,MI-04
204,2605,26,5,MI,Democrat,MI-05,MI-05,0,41.2,278334,45881,61639,98527,615705,16.77130816,45.40686782,30.63390684,8.547384087,26.6448783,48.55190879,16.24573238,12.66018749,21.30404867,34.97537591,31.1407855,15.61227428,38.71610681,35.58546262,10.08372566,15.81102456,35.55386451,37.72572087,10.90153728,16.0230498,29.44177907,41.19123031,13.33851867,17.2673425,32.44322622,39.1425879,11.13768178,16.46598435,31.23969322,40.15428856,12.13853811,26.84643315,53.95911316,19.19707128,39.65470176,50.09741195,10.2413423,2.70103728,7.620207372,29.02058841,4.593461088,25.94353958,10.40340548,12.48718857,7.230572212,90.95893473,0.85502208,0.045895099,5.316242528,15.24114803,2.299452873,12.93555172,3.883737234,0.890437196,1.243504217,3.335525698,1.502974147,4.28125384,0.014093771,4.231383575,7.91238734,17.80513013,1.631986354,8.096329115,5.049183645,3.428761411,9.041065271,7.00315845,3.198201779,1.489603134,1.891094905,0.497257135,2.026250551,0.686619591,4.980160308,1.15424367,6.927991674,4.065510737,1.608858115,6.487832378,4.034793544,4.471339053,10.56779826,13.61169132,0.522192268,4.55192651,3.832782833,9.094095794,7.296597981,2.252433668,21.85080336,22.16684705,19.5747909,24.88426621,9.27085881,10.32124465,33.6140495,30.12116626,21.45830774,MI-05
205,2606,26,6,MI,Republican,MI-06,MI-06,1,39.5,285042,51356,69902,113333,662029,17.27390644,45.98184784,29.43118066,8.47780543,26.76477412,49.31736055,15.40613883,13.04994305,21.72934154,34.81777534,30.40065522,15.84904599,39.43789457,34.92955667,9.755205917,16.24942,36.36513829,36.88467541,10.47317248,15.88648219,30.29924354,41.19669296,12.58541781,17.32083351,33.58659889,38.61675876,10.44276655,16.55646715,31.10438548,40.67750735,11.6377371,26.89905232,54.55069529,18.52265857,39.18234417,50.70583934,10.08316812,2.989000187,6.090720025,25.36374936,4.367835701,23.65366024,9.606760742,17.04138334,10.8868904,94.41871694,2.441596932,0.064504881,5.380346351,21.93921432,2.410797304,10.03573919,2.926545793,1.226173873,0.90306834,3.187761506,1.514993026,4.415678754,0.040678754,3.992910274,8.75,14.30206881,1.90144119,7.063575081,4.887842864,2.615062762,5.581283059,8.984193398,3.60297536,1.74511855,2.214667596,0.947233845,1.813400744,0.563981869,5.568630869,1.363028824,5.827522083,2.845478847,1.190434682,5.882728963,4.025453278,3.816829382,9.145746165,12.65516039,1.511215714,4.557182706,3.705543933,11.20786843,6.82560437,2.291666667,22.21896343,23.75234082,19.13279357,24.08267239,8.521700815,9.079720212,29.73158506,37.53503449,29.82566248,MI-06
206,2607,26,7,MI,Republican,MI-07,MI-07,1,42,275076,57304,74794,154717,788610,17.01578808,45.45314227,28.54380266,8.326221984,26.68840581,48.34463757,14.74630668,13.04490529,21.85848385,33.87722588,29.3485531,15.75951871,38.62394062,34.55157695,9.174438883,16.16792601,35.86958643,36.33902419,9.72956766,15.53633175,29.63649621,40.88827701,12.0460638,17.04328727,33.14574747,38.1374711,9.782614481,16.03184938,30.87768538,39.65347474,11.55302997,25.82475388,53.79817015,18.49009941,37.15406465,50.60329671,10.35158156,2.336320301,5.882282722,27.5909818,4.883731109,24.96438718,9.898374145,15.54211067,8.901812076,94.15165501,1.576295614,0.068429276,5.599694793,18.95672605,2.015030218,10.64862475,3.579214456,1.561761963,1.140286071,3.323967202,1.487579784,4.464253273,0.036031344,3.87775988,9.050528662,14.84582218,1.845168166,6.620078239,4.947799969,4.354948103,5.848344988,8.634200104,3.637046278,2.257257742,2.199123136,0.577712645,1.59385711,0.524119806,5.151876658,1.389174852,6.091416668,2.936100379,1.794300386,5.533687793,3.792980246,3.769968632,9.071118001,13.29950222,0.707304371,4.787324234,4.094856299,11.21997893,6.937093512,2.078177594,21.50220149,21.64205458,20.59427751,25.67523255,8.508056266,8.218603023,32.47471291,34.34229689,26.20114574,MI-07
207,2608,26,8,MI,Republican,MI-08,MI-08,1,38.8,285045,68013,91854,174745,986275,17.98578341,45.49071143,29.58451023,7.362250079,26.44440083,50.03677882,16.15469293,12.26637767,21.48685434,34.14150034,32.15168918,13.54228711,39.93224504,35.81011546,10.71996041,15.06122693,36.57709473,37.54597353,10.81109679,14.51765128,30.17484875,41.93792827,13.36820637,16.12277812,35.06907763,38.23052045,10.57096777,15.23445433,31.09781802,41.41875805,12.25238294,29.78572709,53.51873501,16.69110055,40.78029133,49.92686902,9.293180984,1.553854118,3.779487272,18.7370957,2.758221991,22.98028172,9.434718588,23.91996664,16.83637396,95.75184199,0.663394452,0.037756318,5.000584957,16.9571067,2.004807283,10.07987322,2.522494257,0.550923169,1.58337233,5.21648728,1.829586063,7.915532205,0.071258402,3.507615077,11.23888582,12.88181741,1.993905811,7.441185229,4.457106696,4.045509657,4.248158011,11.25696631,5.531300519,3.223910916,4.343305964,1.043084744,1.58948779,1.093071982,6.63101974,2.052933294,6.218093253,2.11541734,1.459999575,6.051114609,2.904045776,3.315908704,10.60314388,12.49521399,0.294871522,3.893420829,2.821354122,6.389857909,4.672743129,1.983135267,22.77089264,24.31132529,20.42750576,23.65063947,6.856501572,5.333341391,21.49531769,50.1910592,22.65884242,MI-08
208,2609,26,9,MI,Democrat,MI-09,MI-09,0,41.9,304304,55826,77787,124586,825117,16.49770154,45.21349231,31.29113117,7.980111402,26.47129877,48.4431621,17.06636329,12.18330818,20.4899846,34.10788296,33.25840271,14.35121331,38.81926014,36.3996635,10.4019354,15.23992934,35.71123839,37.6812513,11.3288592,15.30812078,29.71364737,41.59660482,13.34975867,16.70861525,33.12219117,39.4000867,10.73295514,15.81373115,30.92138967,40.1414544,13.09207043,28.45707452,52.87646213,18.6385357,39.89061957,49.79996608,10.27240594,3.41897656,6.559080952,24.73423842,2.996219228,22.86732841,9.299336046,18.50741861,11.61740177,95.30222129,0.16141985,0.008326149,4.487256964,18.35808348,2.503484896,11.12507755,2.777173461,0.579875967,1.722707019,4.565683913,1.763532006,7.990416871,0.061237481,4.332820335,6.497350405,15.54545674,2.131225475,7.509111761,4.901952885,2.97807537,4.697778711,9.016413256,5.454164552,2.688540265,3.144598344,0.499031749,1.51347896,1.372740189,4.504177847,2.150563627,6.1930431,2.7247993,1.41571386,6.031891835,3.168502448,3.723131384,10.5911297,14.49018455,0.095079246,3.709164941,3.407274905,8.691424873,5.414951077,2.076489021,19.50937398,23.37104799,21.04171865,24.23296602,9.768404335,9.978057512,27.73045765,39.42415643,23.01508644,MI-09
209,2610,26,10,MI,Republican,MI-10,MI-10,1,42.4,279018,60753,79024,168616,836808,17.64019917,45.92357668,29.02939305,8.404607219,26.77071605,49.33982782,15.32679921,13.31219011,22.18185506,34.15936444,30.21983594,15.39131286,39.36206667,35.49614317,9.5919031,16.181911,36.69288007,37.12769157,9.838593498,15.45390334,29.99534942,41.9816005,12.41039771,17.37130489,34.04432385,38.55066332,9.87478408,15.98976873,31.47199513,40.65076612,11.73746267,27.30623177,54.52574602,18.01434336,38.70853818,51.12750274,10.00625905,2.887674851,5.850296398,28.56611673,3.500417339,24.38420736,10.97785102,15.1479471,8.685489197,95.56782534,1.674389304,0.059957505,6.384783504,22.7672737,1.979150261,10.94100126,3.034070783,0.995515621,1.114325423,3.743061369,1.39532442,5.34146766,0.024038262,3.558768025,6.51906621,14.40637926,1.460255358,6.459385007,4.487418595,3.654368471,4.432174657,9.419130589,4.398725696,2.054028067,3.277216424,0.31249741,1.349182008,0.626652631,4.751286876,1.487332941,5.973093724,2.591435195,1.710584848,5.256919289,3.140447001,3.585845608,10.25991716,12.82178806,0.821998049,5.350585622,3.816833967,11.15845083,5.836047999,2.019319056,21.47823681,21.09623324,21.43996762,25.56519321,8.401050062,8.737971249,32.06653407,34.81128732,30.88640401,MI-10
210,2611,26,11,MI,Republican,MI-11,MI-11,0,42,291040,82228,109599,254300,1270126,17.955687,44.74516379,30.31792479,7.384574799,25.64138611,49.95018866,17.02419755,12.38740381,20.99973272,33.58933239,33.04210187,12.87735996,39.43583015,36.81648252,10.86789754,14.91893074,36.46433196,38.18620764,10.42289308,13.93086116,29.07802157,43.51463273,13.47526962,16.35183122,34.49739141,39.10606865,10.03967551,14.61884778,31.02882115,41.6707453,12.68175933,30.48679739,53.27661436,16.23363776,40.80746441,49.77975403,9.411045969,1.745645497,3.286780224,16.79948334,2.067019563,20.19082546,8.321320248,27.55494305,20.03398262,96.80430602,0.164210989,0.029448171,4.338614039,19.24712506,2.70848307,9.214033301,2.458922297,0.744190225,1.607420939,5.422955598,2.028679524,10.71064926,0.097578262,3.758385242,7.797775914,14.16382167,2.023937869,6.731901853,4.162174573,2.589941703,3.195693979,12.82018647,6.907842198,4.603398019,5.726671059,0.685793004,1.365097429,1.417754752,5.493082175,2.070356173,7.662513975,1.723466699,1.347378614,5.189616275,2.380560214,3.051629133,10.66922217,11.95995049,0.07112482,3.077084332,2.710479556,5.350083852,3.716459032,1.981906583,21.74467754,21.23393449,21.85931189,24.92431543,8.255854053,5.032425721,18.8665029,55.91024591,23.77939826,MI-11
211,2612,26,12,MI,Democrat,MI-12,MI-12,0,36.3,286781,55933,77483,95941,698332,16.96489711,45.3285492,30.54712087,8.002420889,25.89209753,48.8675428,17.04634273,11.90575826,20.51011586,34.396507,33.04132803,14.40048418,39.25436625,35.34757047,10.81998962,15.44336849,35.70672661,37.07729552,11.58066747,15.62977693,30.34065364,40.39512364,13.45253329,16.74891925,33.42261802,38.20041501,11.43662459,15.91665226,30.9002248,40.4895383,12.51236383,29.15753069,53.18485215,17.47241916,41.73854401,48.79301401,9.28307107,3.56468435,6.286237222,21.49850382,3.585435801,22.10672887,8.282319348,18.22682997,16.44926063,94.33551781,0.258702121,0.021274845,3.852165354,15.1306701,1.941967895,10.21107483,4.911368994,0.82886798,1.433357256,3.205410051,1.500302103,6.85957751,0.04311702,3.633459942,13.84425111,15.05010935,1.828218388,8.062031776,4.713087434,2.671269598,5.664482187,8.450084958,3.909465604,3.236896823,3.035211288,1.809780188,1.6429854,0.866595372,7.742909094,1.930621311,6.812489185,2.451996857,1.881547334,6.444008862,3.18867384,3.589491928,9.295689149,12.73058387,0.198848889,3.321996205,3.610483109,7.346629639,6.502727435,2.248458353,22.31868666,27.60639218,19.32101662,21.33428288,7.171026091,9.850921572,25.08393962,42.95840994,19.26281242,MI-12
212,2613,26,13,MI,Vacant,MI-13,MI-13,0,37.4,265057,36151,49409,24864,273625,15.38912542,43.93942041,33.82431454,8.848727701,26.56753855,46.63855513,17.92654114,11.131237,19.19136619,35.77659093,34.14076348,14.70012095,38.28139106,35.26541912,11.75268059,15.19906191,34.04446981,38.40020501,12.33451953,16.0868662,28.39517677,39.80811158,15.70926302,16.48931936,30.07856864,39.24063903,14.17167064,16.11113376,30.5765389,40.05564065,13.25086247,27.79139997,53.04596664,19.15991543,44.30090994,46.51954703,9.171389133,5.076935754,12.26094684,26.71204046,6.161096276,26.54478398,7.807603823,9.923587618,5.513005249,88.69504956,0.344992885,0.01925015,4.347514277,15.36237464,1.997108703,10.76158878,5.574239525,0.953448608,1.569453409,3.297060011,1.498114618,4.051590402,0.02981886,6.880230096,6.542786289,16.83519984,2.363239008,9.070217753,5.126956627,3.374438065,11.30495044,5.13110862,3.077381829,1.74949893,1.413564939,0.351032148,1.838578056,0.541646379,3.92816297,1.30108367,4.580025893,4.481887874,2.630098931,7.202953199,5.43231685,4.843488731,9.289141028,14.28927314,0.362733219,4.110473214,3.319707247,10.52945462,9.596011067,2.544749852,23.52716868,24.64001263,20.04236285,21.91547391,7.330083132,17.33788259,32.87313674,23.24419669,20.07413195,MI-13
213,2614,26,14,MI,Democrat,MI-14,MI-14,0,39.6,271613,46205,72527,53972,705912,15.54088749,43.64444361,33.52279411,8.366460961,25.76205992,47.3988666,18.19869108,10.74903605,18.79116057,35.18088712,35.26453866,13.20910084,38.69219781,35.93505802,11.89980488,14.40356266,34.1901392,39.07329779,12.05590462,14.75086592,27.73235242,41.05012557,16.20524503,15.59914481,30.8084137,39.3132358,13.99874896,15.03673759,30.69021856,40.17831969,13.82715127,28.46953161,53.24737889,18.01738384,44.09239014,46.8644677,8.776316158,3.888721754,8.635695309,21.14273971,4.285962467,23.54864133,7.12999411,17.2321962,14.13604912,91.32970319,0.252909132,0.010156993,3.732695023,13.89747531,1.833337283,9.473766179,3.241773682,0.926317785,1.903420537,5.11370754,1.925427355,7.347230357,0.06094196,5.561969509,7.801247956,17.94774566,2.377752122,8.027748906,4.693885151,3.870152998,8.670296812,8.747541161,5.18785359,2.69769741,2.321211526,0.596215504,2.5111473,1.600403571,5.191239255,1.862453997,6.64944492,3.672430196,2.021241659,5.975020568,4.456211509,4.370554199,10.90759506,13.23964071,0.220406754,2.965503465,2.193233411,7.560188649,5.052427014,2.34236629,22.89751895,22.86689223,19.80291994,23.51554306,8.574904003,12.52441706,25.42870218,38.49823943,17.89323646,MI-14
